CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
"26","부산","26350","해운대구","마루치 복싱줄넘기",,"48110","부산광역시 해운대구 좌동순환로 310","8층(좌동)","76","복싱","129.1825351","35.1684763","장애인강좌",,
"26","부산","26410","금정구","맨하탄휘트니스&피티","0515819711","46243","부산광역시 금정구 중앙대로1841번길 23","7,8층(구서동)","25","헬스","129.0905196","35.2486095","장애인강좌",,
"26","부산","26350","해운대구","제이앤비(J&B)당구클럽",,"48106","부산광역시 해운대구 양운로80번길 20","6층(좌동)","03","기타종목","129.1754302","35.1715323","장애인강좌",,
"26","부산","26230","부산진구","경호태권스쿨","028975847","47135","부산광역시 부산진구 당감로 108","협성피닉스타운 112-308(부암동)","22","태권도","129.0379699","35.1713902","장애인강좌",,
"26","부산","26230","부산진구","경희1체육관","0518976995","47160","부산광역시 부산진구 백양순환로 25","3층(당감동)","22","태권도","129.0328644","35.1671103","장애인강좌",,
"26","부산","26530","사상구","위즈포레","023240940","46932","부산광역시 사상구 모라로110번길 25","3층(모라동)","03","기타종목","128.9924533","35.1852877","장애인강좌",,
"26","부산","26320","북구","맑은샘헬스클럽","0513388801","46621","부산광역시 북구 시랑로79번길 17","1222-24(구포동)","25","헬스","129.0071777","35.1990771","장애인강좌",,
"26","부산","26320","북구","맑은누리태권도장","0513318842","46641","부산광역시 북구 시랑로94번길 14","2층(구포동)","22","태권도","129.0064666","35.1967966","장애인강좌",,
"26","부산","26500","수영구","플럼이스튜디오",,"48304","부산광역시 수영구 광남로48번길 17","4층(남천동)","79","필라테스","129.1127761","35.1464500","장애인강좌",,
"26","부산","26230","부산진구","JS운동발달센터","028075511","47123","부산광역시 부산진구 성지로 30-1","4층(연지동)","03","기타종목","129.0551230","35.1734793","장애인강좌",,
"26","부산","26290","남구","경희복싱클럽","0516279333","48434","부산광역시 남구 수영로 315","유진빌딩3층(대연동)","76","복싱","129.1003757","35.1377214","장애인강좌",,
"26","부산","26320","북구","누리찬태권도","0513631271","46569","부산광역시 북구 만덕3로16번길 92","2층 누리찬태권도(덕천동)","22","태권도","129.0205927","35.2121789","장애인강좌",,
"26","부산","26140","서구","히트킥복싱",,"49227","부산광역시 서구 대영로 17","4층 히트킥복싱(서대신동2가)","03","기타종목","129.0138364","35.1103139","장애인강좌",,
"26","부산","26320","북구","용인대W복싱짐","0513610977","46528","부산광역시 북구 금곡대로 344","지하1층 W복싱짐(화명동)","76","복싱","129.0144372","35.2391147","장애인강좌",,
"26","부산","26470","연제구","은산재검도장","0519165179","47505","부산광역시 연제구 중앙대로 1231","5층(거제동)","01","검도","129.0789996","35.1973035","장애인강좌",,
"26","부산","26710","기장군","기장비호체육관","0517227179","46061","부산광역시 기장군 기장읍 차성로326번길 12","농협3층","22","태권도","129.2151940","35.2464935","장애인강좌",,
"26","부산","26500","수영구","어울림특수체육센터","027512722","47514","부산광역시 연제구 명륜로2번길 7","삼익퓨처타워 상가 지하, 어울림특수체육센터","73","야구","129.0812825","35.1952609","장애인강좌",,
"26","부산","26320","북구","유림엘리트태권도","0513345775","46638","부산광역시 북구 낙동북로 736","상가동 3층 유림엘리트태권도(구포동)","22","태권도","129.0021948","35.1970464","장애인강좌",,
"26","부산","26380","사하구","합기도검웅체육관","0512635710","49518","부산광역시 사하구 다송로 4","3층(다대동)","75","합기도","128.9803345","35.0665809","장애인강좌",,
"26","부산","26530","사상구","월드주감태권도","0513137337","46993","부산광역시 사상구 양지로 42","동일2차 상가 3층 월드주감태권도(주례동)","22","태권도","129.0018620","35.1538431","장애인강좌",,
"26","부산","26470","연제구","프라이빗빌리존",,"47540","부산광역시 연제구 월드컵대로 141","지하1층(연산동)","03","기타종목","129.0805481","35.1861321","장애인강좌",,
"26","부산","26290","남구","유엔탁구장","0516250501","48505","부산광역시 남구 유엔평화로 35-1","2층 유엔탁구장(대연동)","21","탁구","129.0923061","35.1317758","장애인강좌",,
"26","부산","26320","북구","포천태권도","023418905","46644","부산광역시 북구 시랑로 134","1층 동아대포천태권도(구포동)","22","태권도","129.0099662","35.1953094","장애인강좌",,
"26","부산","26350","해운대구","포엠필라테스","0517140503","48096","부산광역시 해운대구 좌동순환로 505","604호 포엠필라테스(중동)","79","필라테스","129.1682073","35.1656670","장애인강좌",,
"26","부산","26470","연제구","(주)루트컴퍼니 <펀펀짐 유소년스포츠센터 연제점>","0518686115","47590","부산광역시 연제구 월드컵대로 54","힐링메디파크4층 펀펀짐(연산동)","06","롤러인라인","129.0848520","35.1793942","장애인강좌",,
"26","부산","26530","사상구","J스포츠스쿨","0246174656","47043","부산광역시 사상구 엄궁로 95","4층 J스포츠스쿨(엄궁동)","20","축구(풋살)","128.9752635","35.1247040","장애인강좌",,
"26","부산","26470","연제구","옳음필라테스",,"47571","부산광역시 연제구 좌수영로 225","상가 105호(연산동, 센텀리버 SK VIEW 아파트)","79","필라테스","129.1138976","35.1828935","장애인강좌",,
"26","부산","26380","사하구","낭만태권도","0512042285","49416","부산광역시 사하구 다대로 24","2층 낭만태권도(당리동)","22","태권도","128.9764463","35.1002305","장애인강좌",,
"26","부산","26530","사상구","포고클라임","0513044150","46924","부산광역시 사상구 사상로 415","2층 포고클라임(모라동)","03","기타종목","128.9855415","35.1817913","장애인강좌",,
"26","부산","26380","사하구","위드큐특수체육연구소","0512662161","49503","부산광역시 사하구 다대로 626","기영빌딩1층(다대동)","03","기타종목","128.9700777","35.0508761","장애인강좌",,
"26","부산","26320","북구","이지태권도장","0513333525","46613","부산광역시 북구 덕천로 308","3층(만덕동)","22","태권도","129.0376286","35.2092797","장애인강좌",,
"26","부산","26350","해운대구","코리아짐","0517034445","48082","부산광역시 해운대구 양운로 121-1","5층(좌동)","03","기타종목","129.1727209","35.1733481","장애인강좌",,
"26","부산","26200","영도구","부산탁구체육관","0514059881","49111","부산광역시 영도구 해양로301번길 36","1층사무실(동삼동)","21","탁구","129.0779467","35.0787447","장애인강좌",,
"26","부산","26440","강서구","윤건우검도관","0512087238","46773","부산광역시 강서구 명지국제8로 229","902호903호(명지동)","01","검도","128.9179950","35.0985822","장애인강좌",,
"26","부산","26230","부산진구","퍼스트태권도",,"47330","부산광역시 부산진구 대학로 10-11","2층 퍼스트태권도(가야동)","22","태권도","129.0367853","35.1542804","장애인강좌",,
"26","부산","26320","북구","팰리스피트니스",,"46565","부산광역시 북구 만덕2로44번길 57","6층팰리스피트니스(만덕동)","25","헬스","129.0344572","35.2104839","장애인강좌",,
"26","부산","26110","중구","비룡체육관","0512547709","48962","부산광역시 중구 흑교로 78","2층","22","태권도","129.0235913","35.1062983","장애인강좌",,
"26","부산","26230","부산진구","비룡체육관","0516341887","47376","부산광역시 부산진구 엄광로 500","2층(범천동)","22","태권도","129.0502716","35.1443156","장애인강좌",,
"26","부산","26470","연제구","팬덤핏컴퍼니","0518678578","47542","부산광역시 연제구 거제천로 94","6,7층(연산동)","25","헬스","129.0737149","35.1824451","장애인강좌",,
"26","부산","26320","북구","고당산 충효태권도","0513331012","46617","부산광역시 북구 함박봉로140번길 8","(만덕동)","22","태권도","129.0327608","35.2047113","장애인강좌",,
"26","부산","26440","강서구","고당산체육관","029731405","46702","부산광역시 강서구 공항로1309번길 160-1","고당산","22","태권도","128.9801277","35.2156333","장애인강좌",,
"26","부산","26290","남구","윤기봉헬스아카데미",,"48453","부산광역시 남구 수영로 163","7층 윤기봉헬스아카데미(대연동)","25","헬스","129.0844327","35.1349506","장애인강좌",,
"26","부산","26710","기장군","파워업점핑다이어트","0517276866","46021","부산광역시 기장군 정관읍 정관로 702","홍림프라자 501호","03","기타종목","129.1896923","35.3209492","장애인강좌",,
"26","부산","26350","해운대구","마린핏아카데미","0517421351","48118","부산광역시 해운대구 마린시티3로 23","511 마린핏 아카데미(우동)","07","댄스(줌바 등)","129.1469306","35.1566471","장애인강좌",,
"26","부산","26230","부산진구","미필라테스","0518912776","47181","부산광역시 부산진구 동평로 106","엘리움메디컬센터 9층(당감동)","79","필라테스","129.0411348","35.1655911","장애인강좌",,
"26","부산","26380","사하구","팀원짐","0512924733","49340","부산광역시 사하구 낙동대로216번길 3","1층 팀원짐(괴정동, 신화프라자)","25","헬스","128.9927104","35.1005403","장애인강좌",,
"26","부산","26500","수영구","팀레전드부부동네헬스","0517473700","48253","부산광역시 수영구 수영로 621","팀레전드부부동네헬스(광안동, 부광)","25","헬스","129.1136204","35.1612582","장애인강좌",,
"26","부산","26440","강서구","윤건우검도관","0512087238","46773","부산광역시 강서구 명지국제8로 229","902호,903호(명지동)","01","검도","128.9179950","35.0985822","장애인강좌",,
"26","부산","26230","부산진구","밸런스브레인 부산시청센터","0518527889","47209","부산광역시 부산진구 동평로405번길 130","2층 밸런스브레인(양정동)","03","기타종목","129.0734162","35.1786870","장애인강좌",,
"26","부산","26350","해운대구","후니",,"48056","부산광역시 해운대구 재반로27번길 38-12","후니스포츠(재송동)","20","축구(풋살)","129.1254961","35.1827862","장애인강좌",,
"26","부산","26380","사하구","마린당구클럽",,"49516","부산광역시 사하구 다송로 71","세인트마린 4층 마린당구클럽(다대동)","112","당구","128.9841927","35.0619727","장애인강좌",,
"26","부산","26470","연제구","은산재검도장","0519165179","47505","부산광역시 연제구 중앙대로 1231","5층(거제동)","01","검도","129.0789996","35.1973035","장애인강좌",,
"26","부산","26710","기장군","투혼 팀스피릿",,"46008","부산광역시 기장군 정관읍 모전1길 20-30","2F","76","복싱","129.1670953","35.3351888","장애인강좌",,
"26","부산","26260","동래구","골든태권도장","0515545550","47720","부산광역시 동래구 금강로 15","4층 골든태권도장(온천동)","22","태권도","129.0727082","35.2127795","장애인강좌",,
"26","부산","26470","연제구","골프이야기","0517580094","47586","부산광역시 연제구 과정로 137","골프이야기 지하1층(연산동)","02","골프","129.1067663","35.1835898","장애인강좌",,
"26","부산","26320","북구","트윈스짐","0513389679","46577","부산광역시 북구 만덕대로 52","3층 트윈스짐(덕천동)","25","헬스","129.0104993","35.2111606","장애인강좌",,
"26","부산","26440","강서구","태들보신호태권도","0518320333","46759","부산광역시 강서구 신호산단2로 29","신호프라자302호(신호동)","22","태권도","128.8778156","35.0863074","장애인강좌",,
"26","부산","26380","사하구","태들보비전태권도","0512631191","49459","부산광역시 사하구 서포로30번길 9","더스퀘어빌딩5층 태들보비전태권도(구평동)","22","태권도","128.9859911","35.0823715","장애인강좌",,
"26","부산","26230","부산진구","이너멜필라테스",,"47241","부산광역시 부산진구 중앙대로 790","5층 이너멜필라테스(전포동)","79","필라테스","129.0631126","35.1621639","장애인강좌",,
"26","부산","26350","해운대구","아리랑 멋 제일태권도장","0515452600","48007","부산시 해운대구 윗반송로 77번지","3층","22","태권도","129.1572069","35.2309052","장애인강좌",,
"26","부산","26380","사하구","이든태권도장",,"49519","부산광역시 사하구 다대로429번길 20","상가동 3층 이든태권도(다대동, 삼환아파트)","22","태권도","128.9809653","35.0621262","장애인강좌",,
"26","부산","26290","남구","이루다필라테스스튜디오","0516326333","48416","부산광역시 남구 고동골로 46-1","2층 이루다필라테스(문현동)","79","필라테스","129.0712834","35.1410474","장애인강좌",,
"26","부산","26380","사하구","괴정탁구장","0512014749","49380","부산광역시 사하구 낙동대로 237","4층(괴정동)","21","탁구","128.9911562","35.0992947","장애인강좌",,
"26","부산","26320","북구","해동검도 북부산","0513352019","46533","부산광역시 북구 금곡대로 280-4","3층 해동검도(화명동)","01","검도","129.0138378","35.2332116","장애인강좌",,
"26","부산","26410","금정구","부산지방공단스포원(휘트니스)","0215770880","46207","부산광역시 금정구 체육공원로399번길 324","부산지방공단스포원 스포츠센터(두구동)","25","헬스","129.1051860","35.2932160","장애인강좌",,
"26","부산","26320","북구","구경서댄스학원","0519399174","46527","부산광역시 북구 금곡대로285번길 62","스카이타워빌딩 5층(화명동)","07","댄스(줌바 등)","129.0100891","35.2344542","장애인강좌",,
"26","부산","26140","서구","구덕레포츠","0512463003","49225","부산광역시 서구 구덕로333번길 33","구덕레포츠(서대신동3가)","03","기타종목","129.0145195","35.1127245","장애인강좌",,
"26","부산","26320","북구","동아스포츠아카데미",,"46508","부산광역시 북구 금곡대로550번길 30","3층 동아스포츠아카데미(금곡동)","06","롤러인라인","129.0135246","35.2562837","장애인강좌",,
"26","부산","26290","남구","탑텐탁구클럽","0516465100","48489","부산광역시 남구 석포로 7","지하1층 1~2호(자유4차 상가)(감만동, 우암 자유 4차 아파트)(감만동, 우암 자유 4차 아파트)","21","탁구","129.0815298","35.1223424","장애인강좌",,
"26","부산","26260","동래구","동래구국민체육센터","0515046641","47827","부산광역시 동래구 미남로 110","동래구국민체육센터(온천동)","12","수영","129.0698392","35.2036114","장애인강좌",,
"26","부산","26350","해운대구","이룸특수체육연구소","0517820977","48056","부산시 해운대구 재반로79","4층","03","기타종목","129.1256500","35.1854419","장애인강좌",,
"26","부산","26350","해운대구","사단법인해운대구스포츠클럽","0517173445","48000","부산광역시 해운대구 반송로 853","해운대구건강증진센터(반송동)","25","헬스","129.1478997","35.2300562","장애인강좌",,
"26","부산","26710","기장군","효성검도관","0517227104","46062","부산광역시 기장군 기장읍 차성로344번길 13","상가 지하 효성검도관(한신아파트)","01","검도","129.2153969","35.2494955","장애인강좌",,
"26","부산","26410","금정구","빈댄스스포츠학원","07073486652","46218","부산광역시 금정구 금강로 758","남화기수상가 7층 801호 빈댄스스포츠학원(청룡동, 남화기수타워)","07","댄스","129.0892314","35.2750068","장애인강좌",,
"26","부산","26170","동구","키워구봉체육관","0514693035","48793","부산광역시 동구 홍곡로58번길 3","2층(수정동)","22","태권도","129.0413997","35.1245849","장애인강좌",,
"26","부산","26470","연제구","이윤정 요가공간",,"47587","부산광역시 연제구 토곡로 25","2층(연산동)","78","요가","129.1046865","35.1820700","장애인강좌",,
"26","부산","26380","사하구","해동검도 신평도장","0512083155","49418","부산광역시 사하구 장평로 287","올마켓 위 큰나무정형외과 內 (신평동)","01","검도","128.9728172","35.0919991","장애인강좌",,
"26","부산","26260","동래구","국민태권도","0515248833","47774","부산광역시 동래구 명안로86번길 29","3층 국민태권도(명장동)","22","태권도","129.1060090","35.2040559","장애인강좌",,
"26","부산","26530","사상구","국술원 현무2도장","0513229471","47016","부산광역시 사상구 동주로 24","국술원 현무2도장 2,3층(주례동)","03","기타종목","129.0004737","35.1461518","장애인강좌",,
"26","부산","26260","동래구","국술원 현무5도장","0515568556","47729","부산광역시 동래구 금강로8번가길 23","2층 국술원(온천동)","03","기타종목","129.0729387","35.2117361","장애인강좌",,
"26","부산","26470","연제구","롯데월드태권도","0518686477","47516","부산광역시 연제구 세병로 44","상가2층(거제동, 거제동 롯데캐슬아파트)","22","태권도","129.0837990","35.1930988","장애인강좌",,
"26","부산","26530","사상구","국술합기도무림체육관","0238478200","46915","부산광역시 사상구 사상로277번길 33","4층(삼락동)","75","합기도","128.9805506","35.1697857","장애인강좌",,
"26","부산","26350","해운대구","국제기구필라테스 재송점","0517820882","48053","부산광역시 해운대구 재반로 78-1","3층(재송동)","79","필라테스","129.1259446","35.1857099","장애인강좌",,
"26","부산","26440","강서구","국제기구필라테스오션점","0512948002","46764","부산광역시 강서구 명지오션시티4로 65","7층 국제기구필라테스오션점(명지동)","79","필라테스","128.9039136","35.0832861","장애인강좌",,
"26","부산","26440","강서구","국제무용학원",,"46726","부산광역시 강서구 명지국제2로28번길 3","동건프라자7층(명지동)","77","무용(발레 등)","128.9076702","35.0940846","장애인강좌",,
"26","부산","26290","남구","국제박창용태권도","0516313395","48541","부산광역시 남구 석포로 34","상가동  201(감만동, 국제아파트)","22","태권도","129.0851198","35.1223265","장애인강좌",,
"26","부산","26380","사하구","롯데블루태권도","0512661666","49515","부산광역시 사하구 다송로 15","2층 (다대동)","22","태권도","128.9814265","35.0659845","장애인강좌",,
"26","부산","26170","동구","쿠사쿠라유도아카데미","0512311555","48774","부산광역시 동구 고관로 143","2층(좌천동)","17","유도","129.0485857","35.1310330","장애인강좌",,
"26","부산","26350","해운대구","황형범 당구 아카데미",,"48111","부산광역시 해운대구 세실로27번길 21-1","6층 황형범당구아카데미(좌동)","112","당구","129.1778748","35.1687498","장애인강좌",,
"26","부산","26260","동래구","동래스포츠클럽","0515037612","47827","부산광역시 동래구 미남로 110","(온천동)","12","수영","129.0698392","35.2036114","장애인강좌",,
"26","부산","26350","해운대구","코리아짐(해운대)","027034445","48082","부산광역시 해운대구 양운로 121-1","혜성빌딩5층(좌동)","17","유도","129.1727209","35.1733481","장애인강좌",,
"26","부산","26320","북구","코리아짐","0513385026","46601","부산광역시 북구 함박봉로7번길 49","2층(덕천동)","17","유도","129.0227081","35.2111660","장애인강좌",,
"26","부산","26470","연제구","해동검도 연제본관","0518681870","47526","부산광역시 연제구 거제대로 199","2층 검도장(거제동)","01","검도","129.0713675","35.1861987","장애인강좌",,
"26","부산","26320","북구","런투유점핑다이어트",,"46517","부산광역시 북구 양달로4번길 17","3층 런투유점핑다이어트(화명동)","03","기타종목","129.0147090","35.2408834","장애인강좌",,
"26","부산","26500","수영구","센텀영어태권도","0517555008","48222","부산광역시 수영구 수영로 757","유니온코지 빌딩 3층(수영동)","22","태권도","129.1219977","35.1674594","장애인강좌",,
"26","부산","26440","강서구","그로우온 특수체육센터",,"46726","부산광역시 강서구 명지국제2로28번길 26","402-403호(명지동)","03","기타종목","128.9092325","35.0933131","장애인강좌",,
"26","부산","26320","북구","코리아짐","0513385026","46601","부산광역시 북구 함박봉로7번길 49","2층","17","유도","129.0227081","35.2111660","장애인강좌",,
"26","부산","26470","연제구","백호태권도","0518689624","47543","부산광역시 연제구 신촌로 51-1","3층 백호태권도(거제동)","22","태권도","129.0732843","35.1842799","장애인강좌",,
"26","부산","26710","기장군","리복싱 스포츠센터","0517241279","46061","부산광역시 기장군 기장읍 차성로 332 (동부리, 애견사랑)","3층","76","복싱","129.2139765","35.2471115","장애인강좌",,
"26","부산","26320","북구","커브스화명","0513611881","46525","부산광역시 북구 금곡대로303번길 2","603호  커브스(화명동)","25","헬스","129.0134842","35.2356469","장애인강좌",,
"26","부산","26260","동래구","인리치짐","0515588421","47738","부산광역시 동래구 명륜로 105","동일빌딩 402호(명륜동)","25","헬스","129.0829263","35.2033924","장애인강좌",,
"26","부산","26170","동구","부산동구국민체육문예센터","0516046000","48782","부산광역시 동구 구청로 8","동구국민체육문예센터(수정동)","25","헬스","129.0447756","35.1289241","장애인강좌",,
"26","부산","26350","해운대구","커브스 좌동클럽","0517049001","48078","부산광역시 해운대구 좌동순환로 176","장산빌딩3층 커브스 좌동클럽(좌동)","03","기타종목","129.1752970","35.1775650","장애인강좌",,
"26","부산","26350","해운대구","금강태권도","0517832926","48030","부산광역시 해운대구 재반로 200-1","반여2동 1291-803번지 3층 금강태권도(반여동)","22","태권도","129.1308324","35.1951307","장애인강좌",,
"26","부산","26530","사상구","만세탁구장","023031080","46941","부산광역시 사상구 덕상로 22","지하 일부(덕포동)","21","탁구","128.9896353","35.1734293","장애인강좌",,
"26","부산","26440","강서구","커브스 명지국제클럽","0512041330","46773","부산광역시 강서구 명지국제8로 243","3층 301호(명지동)","25","헬스","128.9195119","35.0984130","장애인강좌",,
"26","부산","26320","북구","금곡동대체육관","0513624600","46505","부산광역시 북구 금곡대로616번길 41","오성빌딩4층 동대태권도(금곡동)","22","태권도","129.0162686","35.2623744","장애인강좌",,
"26","부산","26470","연제구","금광스크린골프연습장","0517572141","47558","부산광역시 연제구 과정로 169","지하1층 금광스크린골프연습장(연산동)","02","골프","129.1068696","35.1865373","장애인강좌",,
"26","부산","26470","연제구","레츠롤주짓수",,"47588","부산광역시 연제구 과정로 95","2층(연산동)","110","주짓수","129.1068854","35.1799821","장애인강좌",,
"26","부산","26230","부산진구","라틴피버","0518023699","47289","부산광역시 부산진구 서면로 4","2층(부전동)","07","댄스","129.0581347","35.1509356","장애인강좌",,
"26","부산","26710","기장군","카라스댄스컴퍼니","0518664262","46017","부산광역시 기장군 정관읍 정관로 578","11층 1102 호 카라스댄스컴퍼니 정관점","78","요가","129.1768120","35.3207405","장애인강좌",,
"26","부산","26710","기장군","칠보체육관","027213341","46074","부산광역시 기장군 기장읍 대청로 6","3층","22","태권도","129.2106546","35.2377642","장애인강좌",,
"26","부산","26260","동래구","충렬탁구교실",,"47781","부산광역시 동래구 명장로20번길 84","삼성타운상가401호(명장동)","21","탁구","129.1004615","35.2025131","장애인강좌",,
"26","부산","26380","사하구","춤서리댄스학원","0512622627","49523","부산광역시 사하구 다대로 535","1.2층 오리진댄스학원(다대동)","03","기타종목","128.9718688","35.0582644","장애인강좌",,
"26","부산","26380","사하구","서부산권장애인스포츠센터","0512037780","49300","부산광역시 사하구 낙동남로 1233번길 20","서부산권장애인스포츠센터","12","수영","128.9469415","35.1094203","장애인강좌",,
"26","부산","26410","금정구","금정국민체육센터","0515194741","46308","부산광역시 금정구 서부로 109 (부곡동)","부산 금정구 서부로 109","25","헬스","129.0960171","35.2194990","장애인강좌",,
"26","부산","26350","해운대구","최준환탁구클럽","0517153349","48095","부산광역시 해운대구 구남로29번길 26","지하1층 최준환탁구클럽(중동)","21","탁구","129.1619558","35.1622657","장애인강좌",,
"26","부산","26710","기장군","기장 차오름 태권도","0517239944","46048","부산광역시 기장군 일광읍 해빛로 41","5층 차오름태권도","22","태권도","129.2235412","35.2670557","장애인강좌",,
"26","부산","26710","기장군","레벨업점핑다이어트","0517278455","46008","부산광역시 기장군 정관읍 정관로 391","하나프라자 301호","03","기타종목","129.1658195","35.3344963","장애인강좌",,
"26","부산","26440","강서구","기품 태권도","0519737002","46759","부산광역시 강서구 신호산단2로27번길 3","2층 기품 태권도(신호동)","22","태권도","128.8777908","35.0866907","장애인강좌",,
"26","부산","26350","해운대구","인지태권도","0515256645","48037","부산광역시 해운대구 선수촌로 122","부산 해운대구 선수촌로 122 (반여동, 아시아선수촌아파트)","22","태권도","129.1215294","35.2030050","장애인강좌",,
"26","부산","26200","영도구","최성준태권스쿨","0514051163","49115","부산광역시 영도구 중리로 46-11","일성빌딩3층(동삼동)","22","태권도","129.0688958","35.0751527","장애인강좌",,
"26","부산","26530","사상구","김대현태권도","0513043435","46920","부산광역시 사상구 사상로 476","명진빌딩 3층 김대현태권도(모라동)","22","태권도","128.9875298","35.1869320","장애인강좌",,
"26","부산","26170","동구","초원체육관","0516455878","48720","부산광역시 동구 망양로 897","초원체육관(범일동)","22","태권도","129.0494994","35.1401476","장애인강좌",,
"26","부산","26170","동구","초량성민태권도","0514681550","48796","부산광역시 동구 초량상로 123-1","2층(초량동)","22","태권도","129.0401091","35.1225825","장애인강좌",,
"26","부산","26710","기장군","빌캐어 작당 당구클럽","0517283930","46015","부산광역시 기장군 정관읍 정관중앙로 45","8층 작당당구장","112","당구","129.1782764","35.3211949","장애인강좌",,
"26","부산","26290","남구","화신체육관","0516327585","48416","부산광역시 남구 고동골로 78","2층 화신체육관(문현동)","22","태권도","129.0715415","35.1437802","장애인강좌",,
"26","부산","26470","연제구","올데이짐","0518668834","47564","부산광역시 연제구 과정로 256","3층 올데이짐(연산동)","25","헬스","129.0993641","35.1880102","장애인강좌",,
"26","부산","26320","북구","꿈공작소","023331700","46524","부산광역시 북구 화명대로 15","7층 꿈공작소(화명동)","03","기타종목","129.0098825","35.2354470","장애인강좌",,
"26","부산","26290","남구","잭슨파이브","0516285200","48515","부산광역시 남구 분포로 145","지하1층 B105(용호동, 더블유)","06","롤러인라인","129.1126448","35.1337125","장애인강좌",,
"26","부산","26440","강서구","꿈땅아동발달상담센터",,"46726","부산광역시 강서구 명지국제2로 27","대산골든스퀘어 3층 312호","03","기타종목","128.9061493","35.0941549","장애인강좌",,
"26","부산","26350","해운대구","둘리당구클럽","0517019653","48111","부산광역시 해운대구 양운로42번길 16","2층 둘리당구장(좌동)","03","기타종목","129.1776233","35.1683342","장애인강좌",,
"26","부산","26350","해운대구","점핑운동 힐링다이어트",,"48000","부산광역시 해운대구 반송로828번길 2","2층점핑운동(반송동)","03","기타종목","129.1468354","35.2272964","장애인강좌",,
"26","부산","26110","중구","중구 웰빙체육관","024646565","48905","부산광역시 중구 영주로 89","중구웰빙체육관","25","헬스","129.0316368","35.1148136","장애인강좌",,
"26","부산","26410","금정구","나라찬i태권도장",,"46231","부산광역시 금정구 금강로 529","3층 나라찬i태권도장(구서동)","22","태권도","129.0875311","35.2547055","장애인강좌",,
"26","부산","26500","수영구","인학검도장",,"48224","부산광역시 수영구 수미로 38-1","지하1층 인학검도장(수영동)","01","검도","129.1149332","35.1734594","장애인강좌",,
"26","부산","26500","수영구","라온태권도","0519609411","48209","부산광역시 수영구 과정로41번길 65","(망미동)","22","태권도","129.1038196","35.1751348","장애인강좌",,
"26","부산","26350","해운대구","아트댄스스포츠학원","0516212789","48111","부산광역시 해운대구 해운대로 802","b동 5층 523호(좌동)","07","댄스","129.1766569","35.1691635","장애인강좌",,
"26","부산","26710","기장군","일광명문유도관",,"46048","부산광역시 기장군 일광읍 해빛로 5","남조타워 601호","17","유도","129.2273279","35.2659532","장애인강좌",,
"26","부산","26380","사하구","천지연사우나헬스","0512629326","49458","부산광역시 사하구 다대로227번길 48","천지연사우나헬스(장림동)","25","헬스","128.9782078","35.0804191","장애인강좌",,
"26","부산","26350","해운대구","제이앰(J&M)운동센터","0517311933","48097","부산광역시 해운대구 좌동순환로 473","나아짐 운동센터(중동)","03","기타종목","129.1696297","35.1634756","장애인강좌",,
"26","부산","26230","부산진구","천무KTA태권도","0518185700","47115","부산광역시 부산진구 성지로 102","명지빌딩5층  천무태권도(초읍동)","22","태권도","129.0527034","35.1794840","장애인강좌",,
"26","부산","26290","남구","남구국민체육센터[백운포]","0516268200","48563","부산광역시 남구 백운포로 110","남구국민체육센터(용호동)","12","수영","129.1081414","35.1039604","장애인강좌",,
"26","부산","26320","북구","사계절태권도",,"46565","부산광역시 북구 만덕2로44번길 79","상가2층사계절태권도(만덕동)","22","태권도","129.0333279","35.2106975","장애인강좌",,
"26","부산","26140","서구","킴스아동발달센터","022317582","49223","부산광역시 서구 흑교로 113","2층 (킴스아동발달센터)(부용동1가, 신화킹덤)","79","필라테스","129.0205175","35.1074168","장애인강좌",,
"26","부산","26710","기장군","라메르폴댄스","0244672296","46048","부산광역시 기장군 일광읍 해빛로 39-8","삼진타워 501호","07","댄스(줌바 등)","129.2234156","35.2665512","장애인강좌",,
"26","부산","26200","영도구","일신체육관","0514162462","49086","부산광역시 영도구 조내기로 40","일신체육관(청학동)","22","태권도","129.0636890","35.0863325","장애인강좌",,
"26","부산","26260","동래구","창준당구클럽",,"47781","부산광역시 동래구 명장로20번길 98","(명장동) 5층","112","당구","129.1000133","35.2019713","장애인강좌",,
"26","부산","26500","수영구","남천탁구장","0516234499","48313","부산광역시 수영구 황령대로 491","프라자빌딩 4층 남천탁구장(남천동)","21","탁구","129.1077521","35.1384334","장애인강좌",,
"26","부산","26170","동구","자연체육관","0514684105","48815","부산광역시 동구 초량중로 78","3층 자연태권도장(초량동)","22","태권도","129.0393062","35.1186188","장애인강좌",,
"26","부산","26320","북구","오티티탁구장","0513633137","46532","부산광역시 북구 와석장터로 8","새마을금고 2층 (오티티탁구클럽)(화명동)","21","탁구","129.0150437","35.2349278","장애인강좌",,
"26","부산","26230","부산진구","오케이피트니스","0516368674","47369","부산광역시 부산진구 신암로 9","3층 오케이피트니스(범천동)","25","헬스","129.0556914","35.1428932","장애인강좌",,
